Overall time BD (ms)	Overall time SO (ms)	Time first output SO (ms)	number of tuples	Exceptions
N/A	473.097	N/A	2836	none
N/A	0.8614	N/A	1	none
N/A	12.495	N/A	15	none
N/A	0.865	N/A	24	none
N/A	10.564	N/A	34	none
N/A	1.267.546	N/A	10000	none
N/A	10.617	N/A	1	none
N/A	0.7784	N/A	1	none
N/A	0.7696	N/A	1	none
N/A	0.7939	N/A	2	none
N/A	36.437	N/A	122	none
N/A	0.8441	N/A	3	none
N/A	63.997	N/A	200	none
N/A	0.7893	N/A	1	none
N/A	0.7817	N/A	1	none
N/A	13.608	N/A	3	none
N/A	211.328	N/A	1522	none
N/A	0.9788	N/A	1	none
N/A	120.692	N/A	10000	none
N/A	1.243.555	N/A	10000	none
N/A	11.232	N/A	1	none
N/A	13.126	N/A	39	none
N/A	0.5505	N/A	1	none
N/A	10.258	N/A	8	none
N/A	17.314	N/A	51	none
N/A	0.5612	N/A	1	none
N/A	1.686.847	N/A	10000	none
N/A	0.9316	N/A	1	none
N/A	12.125	N/A	35	none
N/A	1.096	N/A	20	none
N/A	0.769	N/A	1	none
N/A	0.9137	N/A	8	none
N/A	0.6034	N/A	2	none
N/A	0.9234	N/A	6	none
N/A	0.7882	N/A	1	none
N/A	798.777	N/A	4412	none
N/A	11.132	N/A	1	none
N/A	14.967	N/A	563	none
N/A	1.288.892	N/A	10000	none
N/A	12.075	N/A	3	none
N/A	17.926	N/A	19	none
N/A	1.211.202	N/A	10000	none
N/A	1.209	N/A	7	none
N/A	10.845	N/A	11	none
N/A	0.677	N/A	4	none
N/A	211.235	N/A	1640	none
N/A	0.953	N/A	1	none
N/A	1.267.873	N/A	10000	none
N/A	63.661	N/A	221	none
N/A	0.9541	N/A	4	none
N/A	55.269	N/A	410	none
N/A	1.260.046	N/A	10000	none
N/A	702.751	N/A	3654	none
N/A	11.097	N/A	1	none
N/A	18.494	N/A	30	none
N/A	85.841	N/A	332	none
N/A	0.9138	N/A	1	none
N/A	1.279.346	N/A	10000	none
N/A	0.9832	N/A	1	none
N/A	14.261	N/A	66	none
N/A	15.473	N/A	40	none
N/A	189.484	N/A	670	none
N/A	10.935	N/A	3	none
N/A	1.649.153	N/A	10000	none
N/A	0.9641	N/A	1	none
N/A	185.704	N/A	1522	none
N/A	80.986	N/A	4412	none
N/A	317.538	N/A	1797	none
N/A	0.8346	N/A	1	none
N/A	0.7779	N/A	1	none
N/A	1.191.809	N/A	10000	none
N/A	0.8142	N/A	1	none
N/A	0.7806	N/A	1	none
N/A	1.208.629	N/A	10000	none
N/A	0.819	N/A	1	none
N/A	0.8179	N/A	2	none
N/A	1.077.647	N/A	10000	none
N/A	1.680.256	N/A	10000	none
N/A	486.818	N/A	2836	none
N/A	121.951	N/A	10000	none
N/A	1.121	N/A	1	none
N/A	0.5496	N/A	1	none
N/A	113.946	N/A	506	none
N/A	1.220.669	N/A	10000	none
N/A	1.086.666	N/A	10000	none
N/A	0.9445	N/A	1	none
N/A	1.218.833	N/A	10000	none
N/A	15.714	N/A	12	none
N/A	52.154	N/A	224	none
N/A	702.093	N/A	3010	none
N/A	1.303	N/A	2	none
N/A	394.277	N/A	2364	none
N/A	45.496	N/A	155	none
N/A	0.8299	N/A	1	none
N/A	14.797	N/A	60	none
N/A	10.893	N/A	11	none
N/A	0.8287	N/A	1	none
N/A	1.233.521	N/A	10000	none
N/A	1.234.991	N/A	10000	none
N/A	714.574	N/A	3010	none
N/A	0.8309	N/A	1	none
N/A	66.045	N/A	230	none
N/A	1.228.656	N/A	10000	none
N/A	1.106.648	N/A	10000	none
N/A	10.992	N/A	1	none
N/A	13.967	N/A	23	none
N/A	1.240.453	N/A	10000	none
N/A	1.244.461	N/A	10000	none
N/A	10.379	N/A	1	none
N/A	1.248.882	N/A	10000	none
N/A	994.467	N/A	5564	none
N/A	77.724	N/A	224	none
N/A	0.9589	N/A	1	none
N/A	1.120.892	N/A	10000	none
N/A	1.126	N/A	4	none
N/A	214.139	N/A	2235	none
N/A	1.679.431	N/A	10000	none
N/A	1.237.575	N/A	10000	none
N/A	22.449	N/A	56	none
N/A	1.228.495	N/A	10000	none
N/A	11.589	N/A	4	none
N/A	0.8593	N/A	12	none
N/A	1.669.827	N/A	10000	none
N/A	13.564	N/A	3	none
N/A	0.6556	N/A	1	none
N/A	0.9209	N/A	31	none
N/A	0.8542	N/A	3	none
N/A	1.247.703	N/A	10000	none
N/A	1.639.008	N/A	10000	none
N/A	12.737	N/A	8	none
N/A	12.386	N/A	40	none
N/A	0.5755	N/A	1	none
N/A	1.119.208	N/A	10000	none
N/A	11.172	N/A	1	none
N/A	1.233.533	N/A	10000	none
N/A	1.211.604	N/A	10000	none
N/A	1.256.508	N/A	10000	none
N/A	199.872	N/A	1388	none
N/A	1.228.143	N/A	10000	none
N/A	383.239	N/A	1566	none
N/A	997.544	N/A	5564	none
N/A	11.407	N/A	5	none
N/A	208.745	N/A	946	none
N/A	0.8171	N/A	1	none
N/A	0.8827	N/A	5	none
N/A	0.5307	N/A	1	none
N/A	0.5323	N/A	1	none
N/A	0.7636	N/A	1	none
N/A	0.5347	N/A	1	none
N/A	10.398	N/A	956	none
N/A	203.068	N/A	982	none
N/A	0.8165	N/A	1	none
N/A	0.6338	N/A	4	none
N/A	34.376	N/A	130	none
N/A	12.382	N/A	35	none
N/A	0.6134	N/A	3	none
N/A	1.243.255	N/A	10000	none
N/A	1.541	N/A	14	none
N/A	21.209	N/A	54	none
N/A	207.836	N/A	2235	none
N/A	109.573	N/A	10000	none
N/A	11.042	N/A	1	none
N/A	0.639	N/A	3	none
N/A	351.308	N/A	1566	none
N/A	11.173	N/A	1	none
N/A	0.7791	N/A	1	none
N/A	78.259	N/A	493	none
N/A	82.282	N/A	567	none
N/A	34.486	N/A	92	none
N/A	0.8107	N/A	1	none
N/A	58.288	N/A	10000	none
N/A	214.021	N/A	2235	none
N/A	1.258.865	N/A	10000	none
N/A	0.8503	N/A	1	none
N/A	573.486	N/A	10000	none
N/A	1.655.048	N/A	10000	none
N/A	21.451	N/A	61	none
N/A	781.893	N/A	4412	none
N/A	11.449	N/A	1	none
N/A	0.5663	N/A	2	none
N/A	1.225.551	N/A	10000	none
N/A	590.902	N/A	10000	none
N/A	365.247	N/A	122	none
N/A	0.7743	N/A	1	none
N/A	1.222.323	N/A	10000	none
N/A	11.321	N/A	1	none
N/A	148.625	N/A	653	none
N/A	219.911	N/A	1085	none
N/A	10.667	N/A	1	none
N/A	0.7888	N/A	1	none
N/A	0.5952	N/A	1	none
N/A	0.7754	N/A	1	none
N/A	1.230.026	N/A	10000	none
N/A	101.965	N/A	1	none
N/A	1.222.478	N/A	10000	none
N/A	579.941	N/A	10000	none
N/A	12.528	N/A	7	none
N/A	1.199.188	N/A	10000	none
N/A	1.066.044	N/A	10000	none
N/A	15.173	N/A	14	none
N/A	1.656.338	N/A	10000	none
N/A	11.212	N/A	1	none
N/A	0.7632	N/A	5	none
N/A	0.7736	N/A	1	none
N/A	830.575	N/A	4412	none
N/A	1.194.485	N/A	10000	none
N/A	2.598	N/A	63	none
N/A	105.696	N/A	978	none
N/A	1.194.125	N/A	10000	none
N/A	202.507	N/A	2235	none
N/A	0.7946	N/A	1	none
N/A	1.640.724	N/A	10000	none
N/A	257.209	N/A	432	none
N/A	718.383	N/A	3010	none
N/A	1.259.261	N/A	10000	none
N/A	202.539	N/A	1010	none
N/A	10.775	N/A	1	none
N/A	0.6777	N/A	22	none
N/A	84.463	N/A	1306	none
N/A	0.7979	N/A	3	none
N/A	1.662.726	N/A	10000	none
N/A	42.325	N/A	119	none
N/A	793.814	N/A	4412	none
N/A	1.100.358	N/A	10000	none
N/A	0.861	N/A	1	none
N/A	0.5597	N/A	3	none
N/A	0.5672	N/A	1	none
N/A	0.5385	N/A	1	none
N/A	12.923	N/A	1030	none
N/A	0.7269	N/A	1	none
N/A	0.5885	N/A	2	none
N/A	0.5977	N/A	2	none
N/A	1.225.685	N/A	10000	none
N/A	1.249.691	N/A	10000	none
N/A	1.196.522	N/A	10000	none
N/A	0.926	N/A	3	none
N/A	17.491	N/A	50	none
N/A	0.5798	N/A	1	none
N/A	260.213	N/A	1526	none
N/A	258.627	N/A	1526	none
N/A	222.122	N/A	818	none
N/A	136.956	N/A	514	none
N/A	202.077	N/A	71	none
N/A	0.5937	N/A	1	none
N/A	0.6011	N/A	1	none
N/A	0.609	N/A	1	none
N/A	10.685	N/A	17	none
N/A	122.445	N/A	10000	none
N/A	0.9944	N/A	2	none
N/A	0.7749	N/A	1	none
N/A	1.226.092	N/A	10000	none
N/A	11.802	N/A	1	none
N/A	1.242.394	N/A	10000	none
N/A	1.158	N/A	2	none
N/A	0.8532	N/A	8	none
N/A	0.5568	N/A	1	none
N/A	0.7813	N/A	1	none
N/A	0.9319	N/A	9	none
N/A	1.216.564	N/A	10000	none
N/A	67.142	N/A	209	none
N/A	1.235.199	N/A	10000	none
N/A	219.233	N/A	982	none
N/A	10.704	N/A	1	none
N/A	0.5984	N/A	8	none
N/A	0.5335	N/A	1	none
N/A	1.116.966	N/A	10000	none
N/A	10.628	N/A	1	none
N/A	0.6102	N/A	1	none
N/A	0.7674	N/A	1	none
N/A	685.372	N/A	3654	none
N/A	10.574	N/A	1	none
N/A	403.541	N/A	2364	none
N/A	0.8563	N/A	1	none
N/A	1.269.106	N/A	10000	none
N/A	10.953	N/A	5	none
N/A	0.8039	N/A	1	none
N/A	691.091	N/A	3010	none
N/A	13.839	N/A	12	none
N/A	0.8256	N/A	3	none
N/A	571.357	N/A	10000	none
N/A	995.232	N/A	5564	none
N/A	1.657.206	N/A	10000	none
N/A	12.143	N/A	11	none
N/A	671.359	N/A	3654	none
N/A	19.613	N/A	78	none
N/A	1.260.823	N/A	10000	none
N/A	0.8227	N/A	1	none
N/A	0.5614	N/A	1	none
N/A	0.5709	N/A	1	none
N/A	0.5619	N/A	1	none
N/A	165.919	N/A	10000	none
N/A	0.8982	N/A	2	none
N/A	1.108.434	N/A	10000	none
N/A	99.474	N/A	348	none
N/A	690.935	N/A	3654	none
N/A	1.240.491	N/A	10000	none
N/A	36.615	N/A	1	none
N/A	5.957.226	N/A	1	none
N/A	10.157	N/A	1	none
N/A	10.478	N/A	1	none
N/A	197.107	N/A	1	none
N/A	16.968	N/A	1	none
N/A	0.9948	N/A	1	none
N/A	146.571	N/A	1	none
N/A	166.202	N/A	1	none
N/A	10.455	N/A	1	none
N/A	137.643	N/A	1	none
N/A	223.057	N/A	1	none
N/A	2.451.013	N/A	1	none
N/A	639.761	N/A	1	none
N/A	2.356.478	N/A	1	none
N/A	329.931	N/A	1	none
N/A	9.074.913	N/A	1	none
N/A	1.262.604	N/A	1	none
N/A	12.4	N/A	1	none
N/A	60.493	N/A	1	none
N/A	133.308.448	N/A	2	none
N/A	13.485	N/A	1	none
N/A	755.314	N/A	2	none
N/A	126.034	N/A	1	none
N/A	153.993	N/A	1	none
N/A	153.932	N/A	1	none
N/A	5.953.547	N/A	1	none
N/A	10.228	N/A	3	none
N/A	2.559.125	N/A	1	none
N/A	13.85	N/A	1	none
N/A	0.9423	N/A	1	none
N/A	12.068	N/A	1	none
N/A	27.469.776	N/A	1	none
N/A	148.464	N/A	1	none
N/A	120.287	N/A	1	none
N/A	4.077.136	N/A	2	none
N/A	0.9871	N/A	1	none
N/A	199.429	N/A	2	none
N/A	658.001	N/A	2	none
N/A	7.052.818	N/A	1	none
N/A	111.414	N/A	1	none
N/A	122.965	N/A	5	none
N/A	102.825	N/A	1	none
N/A	83.914	N/A	1	none
N/A	391.398	N/A	1	none
N/A	64.747.448	N/A	1	none
N/A	11.428	N/A	1	none
N/A	36.788.531	N/A	1	none
N/A	966.554	N/A	5	none
N/A	26.588.135	N/A	1	none
N/A	11.293	N/A	1	none
N/A	0.9262	N/A	1	none
N/A	54.285	N/A	1	none
N/A	154.435.655	N/A	1	none
N/A	159.889	N/A	1	none
N/A	93.994.081	N/A	1	none
N/A	370.522	N/A	1	none
N/A	110.411	N/A	1	none
N/A	1.374.441	N/A	1	none
N/A	9.686.357	N/A	1	none
N/A	1.114.656	N/A	1	none
N/A	84.874	N/A	1	none
N/A	0.9703	N/A	1	none
N/A	0.9741	N/A	2	none
N/A	124.046	N/A	1	none
N/A	0.9761	N/A	1	none
N/A	261.771	N/A	1	none
N/A	10.081	N/A	1	none
N/A	51.864.592	N/A	1	none
N/A	146.827	N/A	1	none
N/A	186.962	N/A	3	none
N/A	112.073.507	N/A	1	none
N/A	212.877	N/A	1	none
N/A	60.535.645	N/A	1	none
N/A	117.656	N/A	1	none
N/A	2.033.445	N/A	1	none
N/A	84.463	N/A	1	none
N/A	160.997.366	N/A	1	none
N/A	91.347	N/A	1	none
N/A	152.028	N/A	1	none
N/A	1.403.533	N/A	1	none
N/A	88.698	N/A	1	none
N/A	630.842	N/A	1	none
N/A	149.485	N/A	1	none
N/A	0.9483	N/A	1	none
N/A	145.041	N/A	1	none
N/A	0.9981	N/A	1	none
N/A	961.475	N/A	2	none
N/A	25.183.697	N/A	1	none
N/A	13.717	N/A	1	none
N/A	153.614	N/A	2	none
N/A	320.792	N/A	5	none
N/A	10.465	N/A	1	none
N/A	14.075.487	N/A	1	none
N/A	28.078.205	N/A	1	none
N/A	177.854	N/A	1	none
N/A	65.443	N/A	1	none
N/A	221.469	N/A	1	none
N/A	85.882	N/A	1	none
N/A	6.417.672	N/A	1	none
N/A	0.9264	N/A	1	none
N/A	356.704	N/A	1	none
N/A	14.258	N/A	1	none
N/A	28.096.946	N/A	1	none
N/A	37.000.384	N/A	1	none
N/A	93.576	N/A	1	none
N/A	88.973	N/A	1	none
N/A	0.9201	N/A	1	none
N/A	0.908	N/A	1	none
N/A	102.048	N/A	1	none
N/A	27.003.184	N/A	1	none
N/A	91.875	N/A	1	none
N/A	110.625	N/A	1	none
N/A	3.233.777	N/A	1	none
N/A	8.269.059	N/A	1	none
N/A	90.546	N/A	1	none
N/A	88.736	N/A	1	none
N/A	68.409	N/A	1	none
N/A	1.613.734	N/A	1	none
N/A	20.781	N/A	1	none
N/A	4.014.912	N/A	2	none
N/A	56.272	N/A	1	none
N/A	98.322	N/A	1	none
N/A	137.017	N/A	1	none
N/A	54.272	N/A	1	none
N/A	5.741.959	N/A	3	none
N/A	372.304	N/A	1	none
N/A	691.343	N/A	1	none
N/A	130.569	N/A	1	none
N/A	0.9237	N/A	1	none
N/A	2.404.175	N/A	1	none
N/A	101.889.844	N/A	1	none
N/A	997.825	N/A	1	none
N/A	10.728	N/A	1	none
N/A	107.354	N/A	1	none
N/A	100.109	N/A	1	none
N/A	130.864	N/A	1	none
N/A	248.924	N/A	1	none
N/A	306.539.208	N/A	2	none
N/A	225.566	N/A	7	none
N/A	391.244	N/A	1	none
N/A	359.938	N/A	12	none
N/A	0.9248	N/A	1	none
N/A	118.566	N/A	1	none
N/A	3.396.981	N/A	3	none
N/A	371.836	N/A	1	none
N/A	105.457	N/A	1	none
N/A	105.947.941	N/A	1	none
N/A	9.999.704	N/A	1	none
N/A	97.786	N/A	1	none
N/A	194.156	N/A	2	none
N/A	10.217	N/A	1	none
N/A	552.823	N/A	1	none
N/A	0.9963	N/A	1	none
N/A	226.574.585	N/A	1	none
N/A	165.564	N/A	1	none
N/A	120.469	N/A	1	none
N/A	1.481.361	N/A	1	none
N/A	396.816	N/A	1	none
N/A	0.9904	N/A	1	none
N/A	336.201	N/A	1	none
N/A	90.475	N/A	1	none
N/A	82.197	N/A	1	none
N/A	410.415	N/A	1	none
N/A	97.531	N/A	1	none
N/A	13.843	N/A	1	none
N/A	1.560.357	N/A	1	none
N/A	146.834	N/A	1	none
N/A	278.455	N/A	1	none
N/A	40.641	N/A	1	none
N/A	128.539	N/A	1	none
N/A	91.595	N/A	1	none
N/A	15.408.058	N/A	1	none
N/A	110.404	N/A	1	none
N/A	6.298.634	N/A	1	none
N/A	112.669	N/A	1	none
N/A	42.396.025	N/A	3	none
N/A	399.919	N/A	1	none
N/A	369.671	N/A	1	none
N/A	103.713	N/A	1	none
N/A	103.171	N/A	1	none
N/A	65.485	N/A	1	none
N/A	10.201	N/A	1	none
N/A	179.696	N/A	1	none
N/A	3.961.305	N/A	2	none
N/A	100.925	N/A	1	none
N/A	108.631	N/A	1	none
N/A	141.748	N/A	1	none
N/A	0.9414	N/A	1	none
N/A	37.686.166	N/A	1	none
N/A	147.165	N/A	1	none
N/A	4.811.773	N/A	1	none
N/A	117.088	N/A	1	none
N/A	102.117	N/A	1	none
N/A	0.9043	N/A	1	none
N/A	0.9637	N/A	1	none
N/A	4.668.429	N/A	1	none
N/A	444.597	N/A	1	none
N/A	115.981	N/A	1	none
N/A	281.409	N/A	3	none
N/A	12.954	N/A	1	none
N/A	102.337	N/A	1	none
N/A	136.712	N/A	1	none
N/A	143.051	N/A	1	none
N/A	93.265	N/A	1	none
N/A	63.855	N/A	1	none
N/A	1.864.339	N/A	1	none
N/A	111.559	N/A	1	none
N/A	138.394	N/A	1	none
N/A	0.9387	N/A	1	none
N/A	88.637.498	N/A	1	none
N/A	1.589.596	N/A	1	none
N/A	1.276.136	N/A	1	none
N/A	119.189	N/A	12	none
N/A	120.993	N/A	1	none
N/A	0.7385	N/A	1	none
N/A	499.092	N/A	2	none
N/A	482.355	N/A	1	none
N/A	100.903	N/A	1	none
N/A	144.251	N/A	1	none
N/A	0.8933	N/A	1	none
N/A	0.917	N/A	1	none
N/A	10.111	N/A	1	none
N/A	25.577	N/A	2	none
N/A	34.556	N/A	1	none
N/A	0.7031	N/A	1	none
N/A	140.268	N/A	1	none
N/A	0.7053	N/A	1	none
N/A	34.669.517	N/A	1	none
N/A	259.442	N/A	1	none
N/A	12.194	N/A	1	none
N/A	58.053	N/A	3	none
N/A	137.357	N/A	1	none
N/A	0.894	N/A	1	none
N/A	72.941	N/A	1	none
N/A	725.491	N/A	1	none
N/A	154.615	N/A	4	none
N/A	106.147	N/A	1	none
N/A	8.171.996	N/A	1	none
N/A	2.625.553	N/A	1	none
N/A	1.844.687	N/A	1	none
N/A	147.056	N/A	1	none
N/A	95.073	N/A	1	none
N/A	125.208	N/A	1	none
N/A	52.695	N/A	1	none
N/A	10.729	N/A	3	none
N/A	8.472.956	N/A	1	none
N/A	0.9806	N/A	2	none
N/A	470.999	N/A	1	none
N/A	137.618	N/A	1	none
N/A	57.563	N/A	1	none
N/A	80.129	N/A	1	none
N/A	103.937	N/A	1	none
N/A	151.857	N/A	1	none
N/A	249.131	N/A	1	none
N/A	97.787	N/A	1	none
N/A	4.254.906	N/A	1	none
N/A	0.9402	N/A	1	none
N/A	100.624	N/A	1	none
N/A	0.9406	N/A	1	none
N/A	0.6428	N/A	1	none
N/A	176.229	N/A	1	none
N/A	15.798	N/A	4	none
N/A	100.447	N/A	2	none
N/A	57.065	N/A	1	none
N/A	677.725	N/A	2	none
N/A	0.9382	N/A	3	none
N/A	0.9589	N/A	1	none
N/A	0.8995	N/A	1	none
N/A	15.889	N/A	1	none
N/A	89.964.337	N/A	1	none
N/A	133.473	N/A	1	none
N/A	79.141	N/A	1	none
N/A	97.473	N/A	1	none
N/A	3.124.845	N/A	1	none
N/A	111.021	N/A	1	none
N/A	114.224	N/A	1	none
N/A	0.985	N/A	1	none
N/A	124.106	N/A	1	none
N/A	501.812	N/A	1	none
N/A	63.756.431	N/A	1	none
N/A	57.559	N/A	1	none
N/A	404.337	N/A	1	none
N/A	120.886	N/A	1	none
N/A	120.795	N/A	1	none
N/A	0.9124	N/A	1	none
N/A	480.883	N/A	1	none
N/A	131.032	N/A	9	none
N/A	90.488	N/A	1	none
N/A	100.039	N/A	1	none
N/A	281.208	N/A	1	none
N/A	803.732	N/A	1	none
N/A	10.278	N/A	1	none
N/A	114.595.193	N/A	1	none
N/A	97.777	N/A	1	none
N/A	333.158	N/A	1	none
N/A	0.9284	N/A	1	none
N/A	57.102.356	N/A	1	none
N/A	10.697	N/A	1	none
N/A	10.313	N/A	1	none
N/A	617.311	N/A	1	none
N/A	101.196	N/A	1	none
N/A	440.006	N/A	1	none
N/A	94.955	N/A	1	none
N/A	0.8675	N/A	1	none
N/A	131.914	N/A	1	none
N/A	123.251	N/A	1	none
N/A	269.334	N/A	1	none
N/A	2.696.841	N/A	1	none
N/A	0.9077	N/A	1	none
N/A	0.8979	N/A	1	none
N/A	0.9458	N/A	1	none
N/A	0.8763	N/A	1	none
N/A	0.8868	N/A	3	none
N/A	0.9349	N/A	1	none
N/A	0.9817	N/A	1	none
N/A	1.450.561	N/A	2	none
N/A	207.739	N/A	16	none
N/A	132.386	N/A	1	none
N/A	308.535	N/A	1	none
N/A	153.901	N/A	1	none
N/A	16.500.046	N/A	1	none
N/A	82.755	N/A	1	none
N/A	50.092.841	N/A	1	none
N/A	150.658	N/A	1	none
N/A	0.9083	N/A	3	none
N/A	105.375	N/A	1	none
N/A	100.225	N/A	1	none
N/A	528.425	N/A	1	none
N/A	100.085	N/A	1	none
N/A	125.402	N/A	1	none
N/A	1.087.194	N/A	3	none
N/A	424.634	N/A	2	none
N/A	94.748	N/A	1	none
N/A	85.618	N/A	2	none
N/A	0.6939	N/A	1	none
N/A	0.6282	N/A	1	none
N/A	118.496	N/A	1	none
N/A	117.985	N/A	1	none
N/A	1.036	N/A	1	none
N/A	0.7223	N/A	1	none
N/A	0.6845	N/A	1	none
N/A	0.9177	N/A	1	none
N/A	0.6797	N/A	1	none
N/A	65.782	N/A	1	none
N/A	265.421	N/A	1	none
N/A	99.623	N/A	1	none
N/A	0.9465	N/A	1	none
N/A	0.6339	N/A	1	none
N/A	102.679	N/A	1	none
N/A	56.937.495	N/A	1	none
N/A	47.474.142	N/A	1	none
N/A	10.287	N/A	1	none
N/A	120.522	N/A	1	none
N/A	131.168	N/A	4	none
N/A	8.85	N/A	1	none
N/A	114.175	N/A	1	none
N/A	47.755.689	N/A	1	none
N/A	11.684	N/A	1	none
N/A	10.142.419	N/A	2	none
N/A	0.9965	N/A	1	none
N/A	151.615	N/A	1	none
N/A	180.624	N/A	1	none
N/A	11.577	N/A	1	none
N/A	105.328	N/A	1	none
N/A	19.824.659	N/A	1	none
N/A	8.899	N/A	6	none
N/A	290.684	N/A	1	none
N/A	1.247.051	N/A	1	none
N/A	0.9925	N/A	1	none
N/A	0.975	N/A	1	none
N/A	2.251.443	N/A	1	none
N/A	0.9501	N/A	1	none
N/A	32.863.564	N/A	1	none
N/A	12.545.622	N/A	1	none
N/A	85.129	N/A	2	none
N/A	190.329	N/A	1	none
N/A	440.291	N/A	1	none
N/A	170.612	N/A	1	none
N/A	0.6871	N/A	1	none
N/A	0.8607	N/A	1	none
N/A	84.337	N/A	1	none
N/A	138.568	N/A	1	none
N/A	80.696	N/A	1	none
N/A	57.583	N/A	2	none
N/A	79.014	N/A	1	none
N/A	978.546	N/A	1	none
N/A	102.937	N/A	3	none
N/A	4.386.153	N/A	1	none
N/A	11.993.333	N/A	1	none
N/A	280.802	N/A	8	none
N/A	10.102	N/A	1	none
N/A	139.781	N/A	1	none
N/A	10.274	N/A	1	none
N/A	52.604	N/A	1	none
N/A	10.494	N/A	1	none
N/A	104.725	N/A	1	none
N/A	81.048	N/A	1	none
N/A	651.886	N/A	1	none
N/A	507.141	N/A	1	none
N/A	455.228	N/A	1	none
N/A	204.774	N/A	1	none
N/A	74.757	N/A	1	none
N/A	0.9698	N/A	1	none
N/A	121.549	N/A	1	none
N/A	103.697	N/A	1	none
N/A	0.9383	N/A	1	none
N/A	0.8969	N/A	1	none
N/A	46.309	N/A	1	none
N/A	186.409	N/A	4	none
N/A	146.123	N/A	1	none
N/A	0.6962	N/A	1	none
N/A	82.157	N/A	1	none
N/A	72.532	N/A	2	none
N/A	101.326	N/A	1	none
N/A	13.479.687	N/A	1	none
N/A	932.873	N/A	1	none
N/A	1.867.491	N/A	1	none
N/A	106.552	N/A	1	none
N/A	60.668	N/A	1	none
N/A	103.038	N/A	1	none
N/A	0.9212	N/A	1	none
N/A	0.9811	N/A	1	none
N/A	0.9194	N/A	1	none
N/A	10.401	N/A	1	none
N/A	0.9228	N/A	1	none
N/A	208.949	N/A	1	none
N/A	0.9012	N/A	1	none
N/A	125.457	N/A	1	none
N/A	3.932.734	N/A	2	none
N/A	172.483	N/A	1	none
N/A	8.653.077	N/A	1	none
N/A	0.8737	N/A	1	none
N/A	141.888	N/A	1	none
N/A	10.676	N/A	1	none
N/A	2.795.295	N/A	1	none
N/A	0.8768	N/A	1	none
N/A	0.9287	N/A	1	none
N/A	310.942	N/A	1	none
N/A	98.231.177	N/A	1	none
N/A	4.555.281	N/A	1	none
N/A	77.927	N/A	1	none
N/A	0.9568	N/A	1	none
N/A	50.298.749	N/A	1	none
N/A	483.165	N/A	1	none
N/A	13.447	N/A	1	none
N/A	7.154	N/A	1	none
N/A	61.788	N/A	1	none
N/A	0.9	N/A	1	none
N/A	98.971	N/A	1	none
N/A	4.218.574	N/A	1	none
N/A	224.718	N/A	1	none
N/A	11.716	N/A	1	none
N/A	33.030.991	N/A	1	none
N/A	10.601	N/A	1	none
N/A	5.116.412	N/A	1	none
N/A	430.296	N/A	1	none
N/A	0.9924	N/A	1	none
N/A	527.508	N/A	1	none
N/A	113.234	N/A	2	none
N/A	115.565	N/A	1	none
N/A	0.8585	N/A	1	none
N/A	1.476.802	N/A	1	none
N/A	207.444	N/A	1	none
N/A	125.823.133	N/A	1	none
N/A	690.099	N/A	1	none
N/A	231.422	N/A	1	none
N/A	0.969	N/A	1	none
N/A	0.91	N/A	1	none
N/A	156.404	N/A	1	none
N/A	160.134	N/A	1	none
N/A	269.137	N/A	2	none
N/A	394.763	N/A	1	none
N/A	120.667	N/A	1	none
N/A	117.507	N/A	1	none
N/A	92.876	N/A	1	none
N/A	0.8917	N/A	1	none
N/A	0.9074	N/A	1	none
N/A	22.826	N/A	1	none
N/A	144.986	N/A	1	none
N/A	899.947	N/A	1	none
N/A	112.939	N/A	1	none
N/A	89.208	N/A	3	none
N/A	14.922	N/A	1	none
N/A	3.484.892	N/A	1	none
N/A	0.8681	N/A	1	none
N/A	470.321	N/A	2	none
N/A	308.995	N/A	1	none
N/A	97.075	N/A	1	none
N/A	102.914	N/A	3	none
N/A	10.345	N/A	1	none
N/A	16.195.933	N/A	1	none
N/A	11.589	N/A	1	none
N/A	67.943	N/A	1	none
N/A	125.874	N/A	1	none
N/A	87.688	N/A	1	none
N/A	13.310.567	N/A	1	none
N/A	0.9295	N/A	1	none
N/A	5.981.665	N/A	1	none
N/A	145.066	N/A	2	none
N/A	41.683	N/A	4	none
N/A	11.747	N/A	4	none
N/A	123.871	N/A	220	none
N/A	10.755	N/A	2	none
N/A	11.497	N/A	6	none
N/A	208.753	N/A	1640	none
N/A	58.314	N/A	159	none
N/A	14.171	N/A	22	none
N/A	0.6037	N/A	1	none
N/A	0.8693	N/A	1	none
N/A	0.9592	N/A	1	none
N/A	1.228.536	N/A	10000	none
N/A	1.207.413	N/A	10000	none
N/A	1.209.634	N/A	10000	none
N/A	1.200.328	N/A	10000	none
N/A	11.126	N/A	1	none
N/A	0.8049	N/A	1	none
N/A	0.9965	N/A	3	none
N/A	40.756	N/A	6	none
N/A	1.219.277	N/A	10000	none
N/A	392.544	N/A	2364	none
N/A	10.905	N/A	1	none
N/A	19.533	N/A	59	none
N/A	191.395	N/A	1778	none
N/A	102.065	N/A	685	none
N/A	0.9829	N/A	1	none
N/A	1.193.758	N/A	10000	none
N/A	0.9272	N/A	1	none
N/A	1.203.923	N/A	10000	none
N/A	178.848	N/A	1640	none
N/A	79.622	N/A	68	none
N/A	348.079	N/A	1290	none
N/A	15.964	N/A	24	none
N/A	950.119	N/A	3413	none
N/A	5.246	N/A	44	none
N/A	0.8956	N/A	1	none
